C¢digo de Barras;Tipo de Produto;Descriá∆o;Preáo de Custo;Preáo Venda Varejo;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque m°nimo;Quantidade em Estoque;Marca;Modelo;C¢digo Balanáa;C¢digo Interno;Tags;Tipo;NCM;Origem;CEST;Categoria PDV;Bot∆o PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preáo De;Preáo Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descriá∆o do Produto;Garantia;Itens Inclusos;Especificaá‰es
5,00E+12;Produto;JW SONG OF FIRE 750ML;70.00;149.99;Unidade;Sim;WHISKY;;N∆o;0.000;0.000;;;;;;;;;;;;;;JW SONG OF FIRE 750ML;0.00;149.99;0.000;0.000;0.000;0.000;;;;
7,84E+12;Produto;ZOMO PLAY DEVICE RECARREGAVEL;100.00;200.00;Unidade;Sim;TABACARIA;;N∆o;0.000;0.000;DOUGH TABACARIA;;;;;;;;;;;;;ZOMO PLAY DEVICE RECARREGAVEL;0.00;200.00;0.000;0.000;0.000;0.000;;;;
7,84E+12;Produto;CARTUCHO (POD)  RECARREGAVEL ZOMO 1,2ML;20.00;40.00;Unidade;Sim;TABACARIA;;N∆o;0.000;0.000;DOUGH TABACARIA;;;;;;;;;;;;;CARTUCHO (POD)  RECARREGAVEL ZOMO 1,2ML;0.00;40.00;0.000;0.000;0.000;0.000;;;;
78421653;Produto;ESSENCIA WATERMELON ICE ZOMO 30ML;27.00;60.00;Unidade;Sim;TABACARIA;;N∆o;0.000;0.000;DOUGH TABACARIA;;;;;;;;;;;;;ESSENCIA WATERMELON ICE ZOMO 30ML;0.00;60.00;0.000;0.000;0.000;0.000;;;;
78421622;Produto;ESSENCIA BLUEBERRY ICE ZOMO 30ML;27.00;60.00;Unidade;Sim;TABACARIA;;N∆o;0.000;0.000;DOUGH TABACARIA;;;;;;;;;;;;;ESSENCIA BLUEBERRY ICE ZOMO 30ML;0.00;60.00;0.000;0.000;0.000;0.000;;;;
7,84E+12;Produto;ESSENCIA RASPBERRY ZOMO 30ML;27.00;60.00;Unidade;Sim;TABACARIA;;N∆o;0.000;0.000;DOUGH TABACARIA;;;;;;;;;;;;;ESSENCIA RASPBERRY ZOMO 30ML;0.00;60.00;0.000;0.000;0.000;0.000;;;;
78421646;Produto;ESSENCIA STRAWBERRY ICE ZOMO 30ML;27.00;60.00;Unidade;Sim;TABACARIA;;N∆o;0.000;0.000;DOUGH TABACARIA;;;;;;;;;;;;;ESSENCIA STRAWBERRY ICE ZOMO 30ML;0.00;60.00;0.000;0.000;0.000;0.000;;;;
78421684;Produto;ESSENCIA PURPLE GRAPE ICE ZOMO 30ML;27.00;60.00;Unidade;Sim;TABACARIA;;N∆o;0.000;0.000;DOUGH TABACARIA;;;;;;;;;;;;;ESSENCIA PURPLE GRAPE ICE ZOMO 30ML;0.00;60.00;0.000;0.000;0.000;0.000;;;;
78421677;Produto;ESSENCIA MINT ICE ZOMO 30ML;27.00;60.00;Unidade;Sim;TABACARIA;;N∆o;0.000;0.000;DOUGH TABACARIA;;;;;;;;;;;;;ESSENCIA MINT ICE ZOMO 30ML;0.00;60.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;KIT CANABRAVA CACHAÄA;40.00;65.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;KIT CANABRAVA CACHAÄA;0.00;65.00;0.000;0.000;0.000;0.000;;;;
78942042;Produto;ROTHMANS CLASSIC RED;4.60;5.50;Unidade;Sim;CIGARROS;;N∆o;0.000;0.000;SOUZA CRUZ;;;;;;;;;;;;;ROTHMANS CLASSIC RED;0.00;5.50;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PEPS DORITOS SWEET CHILI 53 GR. NOVA GR;3.50;5.50;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;19059090;NACIONAL;;;;;;;0.00;5.50;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PEPS RUFFLES STAX ORIGINAL 134 GR;7.50;12.00;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;19059090;NACIONAL;;;;;;;0.00;12.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PEPS TODDY ORIGINAL SACHET 175 GR;3.64;6.50;Unidade;Sim;;;Sim;0.000;17.000;;;;;;Mercadoria para Revenda;18069000;NACIONAL;;;;;;;0.00;6.50;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;FARINHA DE MANDIOCA GOURMET 1KG PCT;7.80;12.00;Unidade;Sim;MERCEARIA EM GERAL;;N∆o;0.000;0.000;;;;;;;;;;;;;;FARINHA DE MANDIOCA GOURMET 1KG PCT;0.00;12.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;VODKA SMIRNOFF 600ML;22.60;32.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22086000;;;;;;;VODKA SMIRNOFF 600ML;0.00;32.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;BRAHMA DUPLO MALTE LATA 310ML CX C/6 MULTPACK;12.96;18.00;Caixa;Sim;;;Sim;0.000;182.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;18.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;BALA ICEKISS EUCALIPTO 600G;7.06;11.00;PC;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;2804100;;;;;;0.00;11.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;BALA ICEKISS TENTAC SORT CHOC LEIT 600G;7.06;11.00;PC;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;2804100;;;;;;0.00;11.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;COPO DESCARTAVEL DE 500ML UNIDADE PPT 550;0.25;1.00;Unidade;Sim;EMBALAGENS;;N∆o;0.000;0.000;COPOBRAS;;;;;;;;;;;;;COPO DESCARTAVEL DE 500ML UNIDADE PPT 550;0.00;1.00;0.000;0.000;0.000;0.000;;;;
9,32E+12;Produto;VIN AUS YELLOW TAIL CABERNET SAUVIGNON TTO 750ML;33.86;69.99;Unidade;Sim;;;Sim;0.000;26.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;69.99;0.000;0.000;0.000;0.000;;;;
7,81E+12;Produto;VIN CHI VENTISQUERO PANGEA APALTA SYRAH TTO 750ML;366.80;569.99;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;569.99;0.000;0.000;0.000;0.000;;;;
9,32E+12;Produto;VIN AUS YELLOW TAIL CHARDONNAY BCO 750ML;33.84;69.99;Unidade;Sim;VINHOS;;Sim;0.000;8.000;CANTU;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;69.99;0.000;0.000;0.000;0.000;;;;
7,81E+12;Produto;VIN CHI VENTISQUERO HERU CASABLANCA PINOT NOIR TTO 750ML;235.13;389.99;Unidade;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;389.99;0.000;0.000;0.000;0.000;;;;
7,81E+12;Produto;VIN CHI TARA ATACAMA SYRAH TTO 750ML;283.64;449.99;Unidade;Sim;VINHOS;;Sim;0.000;3.000;CANTU;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;449.99;0.000;0.000;0.000;0.000;;;;
9,32E+12;Produto;VIN AUS YELLOW TAIL MOSCATO BCO 750ML;33.84;69.99;Unidade;Sim;;;Sim;0.000;12.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;69.99;0.000;0.000;0.000;0.000;;;;
9,32E+12;Produto;VIN AUS YELLOW TAIL PINK MOSCATO ROSE 750ML;41.00;85.00;Unidade;Sim;;;Sim;0.000;12.000;CANTU;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;85.00;0.000;0.000;0.000;0.000;;;;
9,32E+12;Produto;VIN AUS YELLOW TAIL SYRAH TTO 750ML;33.86;69.99;Unidade;Sim;;;Sim;0.000;25.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;69.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CERV EST GALICIA PREM LN 355ML;5.59;8.00;Unidade;Sim;;;Sim;0.000;9.000;;;;;;;;;;;;;;;0.00;8.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CERV TIGER VD 600ML CAIXA C/ 24UNID;152.00;204.00;Caixa;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;;;;;;CERV TIGER VD 600ML CAIXA C/ 24UNID;0.00;204.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CERVEJA TIGER 600ML UNIDADE;6.34;9.00;Unidade;Sim;CERVEJAS;;N∆o;0.000;0.000;COCA COLA;;;;;;;;;;;;;CERVEJA TIGER 600ML UNIDADE;0.00;9.00;0.000;0.000;0.000;0.000;;;;
4,75E+12;Produto;VODKA LET STOLICHNAYA 750 ML;37.11;70.00;GF;Sim;;;Sim;0.000;17.000;;;;;;Mercadoria para Revenda;22086000;ESTRANG-IMP.DIRETA;201800;;;;;;0.00;70.00;0.000;0.000;0.000;0.000;;;;
5,01E+12;Produto;WHISKY ESC THE FAMOUS GROUSE SMOKY BLACK 750 ML;73.06;125.00;GF;Sim;;;Sim;0.000;9.000;;;;;;Mercadoria para Revenda;22083020;ESTRANG-IMP.DIRETA;201600;;;;;;0.00;125.00;0.000;0.000;0.000;0.000;;;;
4,02E+12;Produto;BISCOI ALE BAHLSEN PICKUP CHOCO SINGLE BAR 28 G;4.06;6.50;Unidade;Sim;;;Sim;0.000;8.000;;;;;;Mercadoria para Revenda;19053100;ESTRANG-IMP.DIRETA;1705300;;;;;;0.00;6.50;0.000;0.000;0.000;0.000;;;;
4,02E+12;Produto;VINHO ALE DR LOOSEN VILLA WOLF PINOT NOIR TTO 750 ML;59.49;99.99;GF;Sim;;;Sim;0.000;12.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;99.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SALAME VILA CAIPIRA PIMENTA BIQUINHO;33.00;50.00;Unidade;Sim;SALAMES;;N∆o;0.000;0.000;VILA CAIPIRA;;;;;;;;;;;;;SALAME VILA CAIPIRA PIMENTA BIQUINHO;0.00;50.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SALAME VILA CAIPIRA TRADICIONAL;33.00;50.00;Unidade;Sim;SALAMES;;N∆o;0.000;0.000;VILA CAIPIRA;;;;;;;;;;;;;SALAME VILA CAIPIRA TRADICIONAL;0.00;50.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;SALAME VILA CAIPIRA COM AZEITONA;33.00;50.00;Unidade;Sim;SALAMES;;N∆o;0.000;0.000;VILA CAIPIRA;;;;;;;;;;;;;SALAME VILA CAIPIRA COM AZEITONA;0.00;50.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;QUEIJO ROQUEFORT SERRA DA CANASTRA;33.00;50.00;Unidade;Sim;QUEIJOS;;N∆o;0.000;0.000;VILA CAIPIRA;;;;;;;;;;;;;QUEIJO ROQUEFORT SERRA DA CANASTRA;0.00;50.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;STELLA ARTOIS ONE WAY 600ML CX C/12 NPAL;86.90;0.00;Caixa;Sim;;;Sim;0.000;30.000;;;;;;Mercadoria para Revenda;22030000;NACIONAL;302100;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;MEIO DA ASA GRILL TEMPERADO PIF PAF 1KG;19.39;34.99;Unidade;Sim;CARNES;;N∆o;0.000;0.000;PIF PAF;;;;;;;;;;;;;MEIO DA ASA GRILL TEMPERADO PIF PAF 1KG;0.00;34.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;RECORTE DE CONTRA FILE BOVINO FRIBOI (BANANINHA);32.90;59.99;Quilograma;Sim;CARNES;;Sim;0.000;10.458;;;7992;6101989;;Mercadoria para Revenda;;NACIONAL;1708400;;;;;RECORTE DE CONTRA FILE BOVINO FRIBOI (BANANINHA);0.00;59.99;0.000;0.000;0.000;0.000;;;;
1,79E+13;Produto;IMPERIO PILSEN PM LONG NECK CAIXA 12 X 275ML;35.78;50.00;Unidade;Sim;CERVEJAS;;N∆o;0.000;0.000;IMPERIO;;;;;;;;;;;;;IMPERIO PILSEN PM LONG NECK CAIXA 12 X 275ML;0.00;50.00;0.000;0.000;0.000;0.000;;;;
1,79E+11;Produto;IMPERIO LAGER LONG NECK CAIXA C/ 12 275ML;48.37;66.00;Unidade;Sim;CERVEJAS;;N∆o;0.000;0.000;IMPERIO;;;;;;;;;;;;;IMPERIO LAGER LONG NECK CAIXA C/ 12 275ML;0.00;66.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;TAÄA ACRILICO AZUL BOMBAY 500ML;4.09;20.00;Unidade;Sim;COPOS E TAÄAS;;N∆o;0.000;0.000;PORTAL DIST.;;;;;;;;;;;;;TAÄA ACRILICO AZUL BOMBAY 500ML;0.00;20.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;COPOBRAS TRANSP 500ML PACOTE C/ 50 UNID;8.84;15.00;Caixa;Sim;;;Sim;0.000;-3.000;;;;;;Mercadoria para Revenda;39241000;NACIONAL;1400601;;;;;COPOBRAS TRANSP 500ML PACOTE C/ 50 UNID;0.00;15.00;0.000;0.000;0.000;0.000;;;;
5,60E+12;Produto;IFD VINHO PERIQUITA 750 ML;53.99;82.99;Unidade;Sim;;;Sim;0.000;9.000;;;;;;Mercadoria para Revenda;22042100;NACIONAL;;;;;;;0.00;82.99;0.000;0.000;0.000;0.000;;;;
5,60E+12;Produto;IFD VINHO CASAL GARCIA ROSE 750 ML;49.90;75.00;Unidade;Sim;;;Sim;0.000;7.000;;;;;;Mercadoria para Revenda;22042100;NACIONAL;;;;;;;0.00;75.00;0.000;0.000;0.000;0.000;;;;
7,80E+12;Produto;IFD VINHO GATO NEGRO CARMENERE 750 ML;33.10;0.00;Unidade;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;22042100;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PEPS DORITOS NACHO 55 GR;3.16;6.00;Unidade;Sim;;;Sim;0.000;10.000;;;;;;Mercadoria para Revenda;19059090;NACIONAL-IMP.INF. 40%;;;;;;;0.00;6.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PEPS CEBOLITOS 60 GR;3.83;6.00;Unidade;Sim;;;Sim;0.000;13.000;;;;;;Mercadoria para Revenda;19041000;NACIONAL;;;;;;;0.00;6.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;PAO CEBOLA 10B/400GR;10.75;17.99;Unidade;Sim;;;Sim;0.000;8.000;;;;;;Mercadoria para Revenda;19052090;NACIONAL;;;;;;;0.00;17.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;FAROFA TRD 12P/300G;7.93;12.50;Unidade;Sim;;;Sim;0.000;3.000;;;;;;Mercadoria para Revenda;19019090;NACIONAL;;;;;;;0.00;12.50;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC BALA CANUDINHO MORANGO V2 12PCTX70;3.09;4.99;DP;Sim;;;Sim;0.000;12.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;4.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC BL CANUDINHO COLORIDO MOR CITRIC 1;3.09;4.99;DP;Sim;;;Sim;0.000;15.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;4.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC BL FITINHA COLORIDA MOR CITRICO V2;3.09;4.99;DP;Sim;;;Sim;0.000;9.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;4.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC MAX MALLOWS RECHEADO RAYSSA LEAL;7.76;12.00;DP;Sim;;;Sim;0.000;3.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;12.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC DOCIGOMA MINHOCAS AZEDINHAS 30PCTX;1.38;2.99;DP;Sim;;;Sim;0.000;4.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;2.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC DOCIGOMA CREAMY CAFE 4DPX8PCTX100G;31.43;0.00;DP;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC REGALIZ CANUD WIAT COL MOR PUXA ES;20.98;0.00;DP;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC BALA CANUDINHO MORANGO CITRICO V2;3.09;4.99;DP;Sim;;;Sim;0.000;3.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;4.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC DOCIGOMA CREAMY CARAMELO 4DPX8PCTX;31.43;0.00;DP;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC DOCIGOMA CREAMY MORANGO 4DPX8PCTX1;31.43;0.00;DP;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC MAXMLSRECH TWIST AZUL/BRC BAUNI 12;6.83;12.00;DP;Sim;;;Sim;0.000;4.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;12.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC MAXMALLOW TWIST ROXO/BRC BAUNILHA;6.83;12.00;DP;Sim;;;Sim;0.000;4.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;12.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC BL GELATINA SKATE RAYSSA 70G;3.09;4.99;Caixa;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;DC BL GELATINA SKATE RAYSSA 70G;0.00;4.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DC REGALIZ FITIN COLOR MOR CTRC RAYSSA;3.09;4.99;DP;Sim;;;Sim;0.000;-4.000;;;;;;Mercadoria para Revenda;17049020;NACIONAL;;;;;;;0.00;4.99;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DOCILE CREAMY CAFE 100G;3.93;7.00;Unidade;Sim;DOCES E CHICLETES;;N∆o;0.000;0.000;PREMIUM DISTRIBUIDORA;;;;;;;;;;;;;DOCILE CREAMY CAFE 100G;0.00;7.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DOCILE CREAMY MORANGO 100G;3.93;7.00;Unidade;Sim;DOCES E CHICLETES;;N∆o;0.000;0.000;PREMIUM DISTRIBUIDORA;;;;;;;;;;;;;DOCILE CREAMY MORANGO 100G;0.00;7.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DOCILE CREAMY CARAMELO 100G;3.93;7.00;Unidade;Sim;DOCES E CHICLETES;;N∆o;0.000;0.000;PREMIUM DISTRIBUIDORA;;;;;;;;;;;;;DOCILE CREAMY CARAMELO 100G;0.00;7.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;DOCILE CANUDINHO PUXA ESTICA 12G;0.88;1.99;Unidade;Sim;DOCES E CHICLETES;;N∆o;0.000;0.000;PREMIUM DISTRIBUIDORA;;;;;;;;;;;;;DOCILE CANUDINHO PUXA ESTICA 12G;0.00;1.99;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PIRUL POP MANIA AZEDINHO MORANGO 600G;9.60;0.00;DP;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;17049090;NACIONAL;1700800;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PIRUL POP MANIA CHICLE FRUT TROPIC 600G;9.55;0.00;PC;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;17049090;NACIONAL;1700800;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;BB RUM BACARDI MOJITO 980ML;31.29;47.99;Unidade;Sim;;;Sim;0.000;4.000;;;;;;Mercadoria para Revenda;22089000;NACIONAL;299900;;;;;;0.00;47.99;0.000;0.000;0.000;0.000;;;;
6,10E+11;Produto;SACO P/LIXO GUNE PRETO ROLL 100LT 10UND;6.97;0.00;Unidade;Sim;;;Sim;0.000;1.000;;;;;;Mercadoria para Revenda;39232110;NACIONAL;1101200;;;;;;0.00;0.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;AMENDOIM SEM PELE GRELHADITOS 24GR;0.44;1.00;PT;Sim;;;Sim;0.000;-37.000;;;;;;Mercadoria para Revenda;20081100;NACIONAL;1703300;;;;;AMENDOIM SEM PELE GRELHADITOS 24GR;0.00;1.00;0.000;0.000;0.000;0.000;;;;
78912359;Produto;CHOC GAROTO BATON AO LEITE 16 GR DP;0.86;2.00;DP;Sim;;;Sim;0.000;-35.000;;;;;;Mercadoria para Revenda;18063210;NACIONAL;1700300;;;;;CHOC GAROTO BATON AO LEITE 16 GR DP;0.00;2.00;0.000;0.000;0.000;0.000;;;;
7,90E+12;Produto;CONTRA FILET CONG BOV PV WERDUM;77.91;119.99;Quilograma;Sim;;;Sim;0.000;9.692;;;1571;30707;;Mercadoria para Revenda;;NACIONAL;1708400;;;;;CONTRA FILET CONG BOV PV WERDUM;0.00;119.99;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;BRAHMA MALZBIER LATA 1 UNIDADE;3.16;5.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;;0.00;5.00;0.000;0.000;0.000;0.000;;;;
5,41E+12;Produto;HOEGAARDEN WITBIER GARRAFA 1 UNIDADE;6.32;9.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;22030000;;;;;;;;0.00;9.00;0.000;0.000;0.000;0.000;;;;
6,03E+12;Produto;BOLSA TERMICA GORDONS;28.80;75.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;BOLSA TERMICA GORDONS;0.00;75.00;0.000;0.000;0.000;0.000;;;;
6,03E+12;Produto;BOLSA TERMICA TANQUERAY;28.80;75.00;Unidade;Sim;;;N∆o;0.000;0.000;;;;;;;;;;;;;;BOLSA TERMICA TANQUERAY;0.00;75.00;0.000;0.000;0.000;0.000;;;;
6,10E+11;Produto;COPO JOHNNIE WALKER DE VIDRO 400ML;36.34;55.00;Unidade;Sim;COPOS E TAÄAS;;N∆o;0.000;0.000;DIAGEO - THE BAR;;;;;;;;;;;;;COPO JOHNNIE WALKER DE VIDRO 400ML;0.00;55.00;0.000;0.000;0.000;0.000;;;;
5,00E+12;Produto;TAÄA DE VIDRO TANQUERAY 500ML;30.64;55.00;Unidade;Sim;COPOS E TAÄAS;;N∆o;0.000;0.000;DIAGEO - THE BAR;;;;;;;;;;;;;TAÄA DE VIDRO TANQUERAY 500ML;0.00;55.00;0.000;0.000;0.000;0.000;;;;
78942844;Produto;LUCKY STRIKE CITRIC BLAST;8.96;10.50;Unidade;Sim;CIGARROS;;N∆o;0.000;0.000;SOUZA CRUZ;;;;;;;;;;;;;LUCKY STRIKE CITRIC BLAST;0.00;10.50;0.000;0.000;0.000;0.000;;;;
5,00E+12;Produto;TANQUERAY RANGPUR MINIATURA 50ML;13.41;25.00;Unidade;Sim;BEBIDAS QUENTE;;N∆o;0.000;0.000;DIAGEO - THE BAR;;;;;;;;;;;;;TANQUERAY RANGPUR MINIATURA 50ML;0.00;25.00;0.000;0.000;0.000;0.000;;;;
5,00E+12;Produto;TANQUERAY MINIATURA 50ML;13.41;25.00;Unidade;Sim;BEBIDAS QUENTE;;N∆o;0.000;0.000;DIAGEO - THE BAR;;;;;;;;;;;;;TANQUERAY MINIATURA 50ML;0.00;25.00;0.000;0.000;0.000;0.000;;;;
6,18E+11;Produto;KIT BAILEYS 750ML  C/ 2 TAÄAS E 1 LEITEIRINHA;107.91;200.00;Unidade;Sim;BEBIDAS QUENTE;;N∆o;0.000;0.000;DIAGEO - THE BAR;;;;;;;;;;;;;KIT BAILEYS 750ML  C/ 2 TAÄAS E 1 LEITEIRINHA;0.00;200.00;0.000;0.000;0.000;0.000;;;;
2,00E+12;Produto;COPO CANTAGALLO;5.00;25.00;Unidade;Sim;COPOS E TAÄAS;;N∆o;0.000;0.000;CANTAGALLO;;;;;;;;;;;;;COPO CANTAGALLO;0.00;25.00;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PATAGONIA BOHEMIA PILSENER LATA 350ML UNID;3.99;6.50;Unidade;Sim;CERVEJAS;;N∆o;0.000;0.000;;;;;;;;;;;;;;PATAGONIA BOHEMIA PILSENER LATA 350ML UNID;0.00;6.50;0.000;0.000;0.000;0.000;;;;
7,89E+12;Produto;PATAGONIA AMBER LAGER LATA 350ML;3.99;6.50;Unidade;Sim;CERVEJAS;;N∆o;0.000;0.000;;;;;;;;;;;;;;PATAGONIA AMBER LAGER LATA 350ML;0.00;6.50;0.000;0.000;0.000;0.000;;;;
5,60E+12;Produto;VINHO DO PORTO RUBY FERREIRA 750ML;57.49;90.00;Caixa;Sim;VINHOS;PORTUGAL;Sim;0.000;0.000;SOGRAPE;DO PORTO;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;VINHO DO PORTO FERREIRA CLASSIC RUBY - 750ML;0.00;90.00;0.000;0.000;0.000;0.000;VINHO DO PORTO RUBY FERREIRA 750ML;;;
5,60E+12;Produto;TAWNY FERREIRA PORTO 750ML;57.49;90.00;Caixa;Sim;VINHOS;PORTUGAL;Sim;0.000;0.000;SOGRAPE;DO PORTO;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;TAWNY FERREIRA PORTO 750ML;0.00;90.00;0.000;0.000;0.000;0.000;TAWNY FERREIRA PORTO;;;
5,60E+12;Produto;VINHO PORTUGUES MATEUS ROSE ORIGINAL - CAIXA 6*4*(187ML + PALHINHA);49.04;85.00;Caixa;Sim;;;Sim;0.000;2.000;;;;;;Mercadoria para Revenda;22042100;ESTRANG-IMP.DIRETA;202400;;;;;;0.00;85.00;0.000;0.000;0.000;0.000;;;;
